366325,https://www.airbnb.com/rooms/366325,2018-10-16,"The Blue, The Pink, The Yelow Room","In the Antwerp district of Borgerhout, we live with more than one hundred nationalities, all of them of the human race  If one race is all you need, please come and stay with us! Lieve and Fronk have colourful, comfortable guest rooms with great view. Tranquility guaranteed. Close to the Central station. Walking distance from the historical Main Square. Good connection by tram, bus, train to the rest of Antwerp, Belgium, EU. room is located on the fifth floor in our spacious apartment. The building has an elevator. The best way to get around in Antwerp is by bike. We have one for free for you. The city offers bikes for shared bathroom with toilet, second toilet, kitchen, washing machine. We live on top of Nico's Slaapcenter   (Website hidden by Airbnb)  at just 10 minutes walk from the Central Station or at 1 minute walk from bus and tram stops. Tram 10 and 24, bus 41 and 42 Parking space for your car is available in the neighbourhood for 3,50 euro per day. f you come by car, using GPS",$25.00
445201,https://www.airbnb.com/rooms/445201,2018-10-16,ROOM in FAMILY HOME near C.Station,"In the Antwerp district of Borgerhout, we live with more than one hundred nationalities, all of them of the human race  If one race is all you need, please' come and stay with us! walking distance from the raiway station and the adherent Antwerp Zoo: roaring  lions, bears and trumpeting elephants can sometimes be heard from our balcony The blue and the yellow room hav a view on the historical city hall of Borgerhout. (Antwerp) We have just moved from an apartment in a building surounded by trees. So the green has changed for the colours of the belgian sky. As we now live on the 5th floor you can enjoy here an impressive variety of grey and blue. There is not only the nearby railway station,  there are tram and bus stops just 50 M from our doorstep. Public transport will bring you to the historical center of Antwerp in just 10 minutes All Antwerp has to offer as far as entertainment, restaurants and museums is concerned, is easy to reach, either on foot or by public transport in  30 min",$30.00
465282,https://www.airbnb.com/rooms/465282,2018-10-16,Romantic Cheap Appartment Antwerp ,"The Bric-à-brac - slightly artistic style, makes people feel at home in my Romantic Apartment ! The neighborhood is quit and only 5min from Central Station. Borrow my bike and your everywhere in max 10 min !  Check the Pictures ! Welcome 2 Anvers ! My apartment is nearby the city Center. There's a tram at Central Station that takes you in 5 minutes  to my place.  ( Tram stop : Harmonie )....  From the Tram stop to my house it's a one ore 2 minute walk.   From my place, you will be in the city center in a 10 minute walk ore a 5 minute bike drive. ( Antwerp is a very small town ).  I have a double bike if you ask me i can ask you to borrow it. ( I gave it to a friend ) The neighborhood is beautiful and quit. There's a supermarket around the corner. Restaurants and bars are 2 blocks away.  My apartment has a living , one bedroom ( with a very nice soft mattress ) and a kitchen.  It has a lot of light and a good atmosphere. ( take a look at the pictures ). I fell in love with this place. .",$48.00
480831,https://www.airbnb.com/rooms/480831,2018-10-16,"Antwerpen, Antwerp Central Bed and Vintage","This cute vintage apartment/studio with terrace is located in the heart of the newly reformed and trendy neighborhood of the North of Antwerp. Situated next to the world famous museum MAS and only five minutes walk from the center, this place is perfect for a city trip to Antwerp.  The apartment is completely furnished in authentic vintage style, mostly fifties. You will find details such as decoration, furniture but also kitchen ware from long ago. However, it has all modern comfort you need such as wifi, kitchen and a shower. The apartment is located in an old building on a recently renovated square with several restaurants, bars and their terraces. Every Sunday there is a small biological market where you can buy fresh biological products. From the window of the apartment you can see the great modern building of the MAS museum, only 5 minutes walk from the door. 10 minutes walk you will find the new museum of the Red Star Line, the ferry that brought many European immigrants from An",$65.00
522693,https://www.airbnb.com/rooms/522693,2018-10-16,Ahome Awayfromhome,"Ahome. Away from home ! This bright fully furnished to modern conditions appartment is located in the Medieval centre of Antwerp.  Ahome lies in the heart of the old city, the bubbling city centre of Antwerp. You have and find everything nearby.  (Website hidden by Airbnb)  + (Phone number hidden by Airbnb) ,- Euro per night for 2 persons (1 bed) 25,- Euro per night per person extra (max. 2 extra persons) It can sleep up to 4 people: a double bed in the bedroom and a comfortable sleeper couch for two persons in the living room. Extra service:  an cot or child’s bed up to the age of 5. For longer periods we will happily give you an attractive offer. Pets negotiable. The guest apartment (50sq.meters) is located on the 3rd floor in a traffic free street. It is light, airy, comfortable and tastefully decorated. It meets all the requirements of a modern guest apartment and offers lots of extra’s to spoil its guests. It has a hall, an open-plan kitchen annex living room, one bedroom, a bathr",$195.00
573641,https://www.airbnb.com/rooms/573641,2018-10-16,Design Apartment Near The Center!,"NOTE: NEW FURNITURE IN THE APARTMENT. SOME ROOMS MAY LOOK DIFFERENT. LOCATION Very spacious, bright apartment on the first floor of a townhouse in a bustling street close to restaurants and shops. Near the three biggest parks of the city. A 1 min walk to the tram will take you to the vibrant city center in 10 min. Conveniently located within close proximity to the important highways. Breakfast is not included but there are lots of little shops in the places nearby. There is a butcher, a bakery, an Italian restaurant and much more, right in the street.  THE APARTMENT The apartment has a large living room, open kitchen and dining room. There is a little terrace. The bathroom includes a separate bath and shower. I redecorated the apartment myself with noble materials, so I hope this apartment will be taken care of very well. CHECK IN: After 2PM CHECK OUT:  Before Noon, but you can leave your luggage with me.  EXTRA AMENITIES: Super fast WIFI internet",$100.00
575935,https://www.airbnb.com/rooms/575935,2018-10-16,"Room in Cosy Design Duplex, Antwerp","The owner lives here too. You rent one or two rooms on the 3rd floor. The two rooms share a bathroom. (The bathroom is not shared with the owner) The apartment is located in the beautiful, green suburb of Antwerp called Wilrijk, nearby bus & tram take you to the city center in 15mn. Two rabbits live in the shared common areas. The apartment has a large living room, open kitchen and dining room on the 2nd floor, which you share with me as I still live in the apartment. The room(s) that you will be renting are on the third floor (there is no elevator!), your shared bathroom includes a separate bath and shower. There are two bedrooms and a bathroom on your floor.  The beds are REAL Boxsprings and REAL MATTRESSES. I guarantee you'll spend a comfortable night! There is NO TELEVISION and NO MICROWAVE in the flat. Neither of these things are good for you ;) Guests have access to the top floor of the duplex. This top floor is composed of two double bedrooms, a bathroom and a terrace. They will",$60.00
603545,https://www.airbnb.com/rooms/603545,2018-10-16,City center | Trendy | *Perfect* for a Longer Stay,"My place has it all! Superb location, right in the city center of Antwerp. You can walk anywhere within 15 to 20 minutes.  Lots of daylight. Contemporary. Recently renovated. ***Cheaper than a hotel, you get more than a hotel*** Ideal for longer stay. - New heating system installed! - Brand new 4k LED tv (please note, there is no cable! Bring your dvd's/blue rays) - Floor to ceiling windows, so lots of daylight. - Large living room with full kitchen (fridge, oven, gas stove, microwave oven, dish washer and Nespresso coffee machine) - 1 bedroom with 1 very large double bed (220 cm x 180 cm. Very quiet bedroom, you won't hear any noise, except birds if you leave your window open at night ;-) - 1 bathroom (bath and shower) - Seperate toilet room - Washing machine - Tumble dryer - Balcony - Wooden floor (except bathroom) - Noise reducing windows - premium Philips stereo with CD-player, DAB+, Bluetooth for smartphone, tablet en computer connection and FM-radio. - TV and dvd-player (but no c",$150.00
636664,https://www.airbnb.com/rooms/636664,2018-10-16,"sunny rooftop apartment, sleeps 2-5","Centrally located two-bedroom rooftop apartment near local transportation, shops and central station. Large terrace overlooking the city.  Superb views  from the Antwerp skyline. Handy supermarket downstairs. I always welcome you personally and try to answer all your last minute questions about Antwerp. Interesting rates for long term stays. Notice : People coming by old cars should  check whether they are allowed to enter the city center .  Check the website of slimnaarantwerpen The elevator brings you to the 7th floor. This rooftop apartment is on the 8th floor smack in the centre of Antwerp. It has a spacious living/dining room with comfy  sofabed, cable TV, docking station, wifi ... From the two bedrooms (both with a brandnew double bed)  you have a beautiful view of the Antwerp skyline, MAS, cathedral, harbour.... In the bathroom  you will also find a handy washer/dryer and hair dryer. You can eat out in the neighbourhood or cook you own meals in the modern fully equipped kitchen.",$85.00
639013,https://www.airbnb.com/rooms/639013,2018-10-16,The chill place in Antwerp 1,"Close to the city centre and central station in the artistic and multicultural neighbourhood Borgerhout a beautiful mansion (herenhuis) from 1905. Live in the grandeur of passed times and feel at home. Sleep in the comfortable double beds of the two large rooms. The two rooms share one big bathroom where a refreshing rainshower starts your day.   When you arrive I always take time to show you the house and give you a lot of suggestions what to do in Antwerp, where to drink or dine and where to go out. In the morning your extensive breakfast is served in the cozy kitchen or outside in the garden. The house has free Wifi, cable TV and radio. From the house you can easily walk to some typical Belgian cafe's and restaurants in the neighbourhood. Or you can take the tram that brings you to the very centre in 15 minutes. Visit the city of the famous Flemish painters Rubens, Van Dijck and Breughel. Enjoy your Belgian beer on one of the many terraces, shop till you drop in the fashion capital ",$85.00
639554,https://www.airbnb.com/rooms/639554,2018-10-16,Spacious flat Antwerp Top Location!,"Hi, thank you for checking my place. The 120m2 apartment  is located in the center of Antwerp on the 4th floor, a 60s style building close to Chinatown.  In few minutes walk you will find the Meir (shopping), central station (train to Paris, Brussels, etc), metro/buses, rental bikes, opera, cinema, fitness center, supermarkets, restaurants, pubs/bars. On walking distance (15 min) you will find the historical center. The open living room is light and bright and has an open kitchen fully equipped with microwave, oven, washing machine and dishwasher. There is a flat screen TV, WiFi. Bathroom with shower. There is 1 double bedroom (box spring mattress) . The apartment is my living/breathing place, so I would be delighted to host people who would threat it with the highest respect as much as I do myself. Minimum stay is 2 nights. Take note of my check-in & -out time which is strictly except on demand!!! I travel alot for my job and need to catch my plane in Brussels on time! So please take ",$79.00
685049,https://www.airbnb.com/rooms/685049,2018-10-16,Fantastic room in house/use of kitchen,"Fantastic room in big house with hardwood floors, big double bed, tv set, Free wifi, use of kitchen, chaise lounge and lots of light. This beautiful, renovated 'Art Nouveau' house from 1903 is situated in the Antwerp neighbourhood called Berchem.  It is closely located to 'Zurenborg', with its architectural marvels and cosy restaurants.  There are also a lot of restaurants within a 500 m radius.  The citycenter and all the places worth discovering are nearby, as are the major roads entering the city.  There is easy and cheap parking in front of the house. (3,5 euro/day) Quatre20cinq is furnished with vintage design from the 1950s to the 1980s.  All pieces - mostly from well-known designers such as Verner Panton, Willy Rizzo, Ludwig Mies van der Rohe and Emile Stejnar - were collected by the owners over the years.  Your stay in this vintage B&B can also be completed with a wholesome breakfast including fresh fruit, yoghurt, croissants and fresh orange juice. The breakfast is not include",$85.00
685053,https://www.airbnb.com/rooms/685053,2018-10-16,"fantastic room in ""Art Nouveau""house","One spacious bedroom with private bathroom ensuite.  It has a garden view, hardwood floors, cable TV, double bed ( one single travel bed ) and use of the KITCHEN. Ons huis is een prachtig gerenoveerd herenhuis van 1903 gelegen in Berchem.  Het is ingericht met vintage meubelen van o.a. Verner Panton en Ludwig Mies van der Rohe.  Alle bezienswaardigheden zijn dichtbij evenals de buurt ""Zurenborg"" met z'n fantastische architectuur en gezellige restaurants en bars.  Er is gratis wifi, kabel-tv voorzien. De kamers zijn ruim en hebben veel licht.  Het huis is gelegen in een rustige buurt en in een doodlopende straat waardoor er weinig lawaai is.  Parkeren is er gemakkelijk en goedkoop.  Hopelijk mogen we u binnenkort verwelkomen in ons huis.   Our beautiful renovated ""Art Nouveau"" house from 1903 is situated in Berchem ( district of Antwerp ).  It is decorated with vintage furniture from the 1950s until the 1980s. All tourist attraction are close by as is Zurenborg.  A neighbourhood known f",$120.00
723033,https://www.airbnb.com/rooms/723033,2018-10-16,Spacy family studio in Antwerp City,"Nice spacious studio nearby the hotspots of the city! Theatre & shopping area, museums, Train Station, metro, public buses, all on walking distance. Easy accessible with train and car, on 45 minutes with train from the airport of Brussels ( Zaventem) Price includes bed sheets, towels and cleaning! no additional costs! Studio "" Ornamentum"" is a class studio on ground floor of restored town house ( mansion) in Antwerp.   Sleeping area with a  four individual box springs plus a canapé with possibility to extend in a double bed (2 extra persons) makes a total of 6 sleeping places.   Sitting area with cosy fireplace.  Completely new kitchen, combi - oven, ceramic hob, fridge and dishwasher. All cutlery, crockery and kitchen utensils.  Table can be extended to six persons.   Private shower with sink and toilet.   Small private garden available. Centrally located 5 minutes from central Station, National Bank, museums, City Theatre and shopping ( Meir, Hopland) on walking distance.  Easily acc",$75.00
746729,https://www.airbnb.com/rooms/746729,2018-10-16,A room in a great art-deco house !,"We are the happy owners of a great Art-Deco house in an excellent area in Antwerp. We are actually located only a few hundred meters away from ""De Single"" and from ""Flanders Expo"", sheltered from noise and traffic by a nice park.  Our guests can enjoy full privacy as they have one floor all to themselves ! It is composed of two bedrooms: one larger and one smaller (both with air-conditioning, Wi-Fi and TV), which can easily accommodate up to 4 people - and a private bathroom (with bathtub and toilet). Parking is not a problem would you come by car, as there is free parking close by - and the area is perfectly safe. There is also a very easy bus shuttle from Brussels airport, which stops only a few hundred meters away. The neighbourhood is also quite attractive for great avenues and its restaurants - including a brasserie where you can dine until 22:00 every evening... Connections to the city centre are very easy by tram, bus or city bicycles (3 stations in the vicinity)   For the sport",$70.00
772842,https://www.airbnb.com/rooms/772842,2018-10-16,Stay in a designers place & donate,"My beautiful one bedroom designer's place with exposed brick has a true city feeling! It comfortably fits two and is close to the heart of the city but in a quiet neighbourhood just on the other side of the river. Enjoy the open space! This beautiful designers place is located just one metrostop away from the city,  just on the other side of the river. In an amazingly quiet neighborhood where you can walk next to the river and enjoy the view on our beautiful cathedral or our famous MAS museum which is located just on the other side of the river. The loft has an open kitchen and living room, and also open bath- and bedroom (double bed) with a shower and bathtub. The bedroom is equiped with a television with an HDMI cable (also apple) which allows you to connect your laptop and watch movies if you like. There is a small balcony in the front and a little terrace in the back which smokers can use for smoking, please no smoking inside.  Apart from my love for design and traveling and pamper",$75.00
778043,https://www.airbnb.com/rooms/778043,2018-10-16,cosy & beautiful apartment Antwerp,"A stylish B&B with kitchen in a beautiful apartment. Fits perfectly for a  romantic breakaway weekend. Nearby  the historic City Center and the trendy Zuid. All this you can easily discover by foot, bike or public transport. Have fun ! A stylish, affordable and brand-new b&b accommodation in a sixties building in the centre of Antwerp. Centrally located if you want to discover the whole city. It is a tastefully decorated spacious bedroom with king size springbox. Free digital TV and wifi are available. Own private kitchen with all commodities and a large bathroom.  Coffee and tea are free. Upon your request we can provide some fine wine or excellent champagne. We don't live on the location but very nearby. So the complete apartment is at your private disposal. Upon arrival we exchange all pratical details and questions. During your stay we are on standby by phone for any questions at all. Nearby you find the busy Diamond District, the cosy Zurenborg Quarter, the historic city center an",$75.00
789555,https://www.airbnb.com/rooms/789555,2018-10-16,#NAME?,"blancoooNACHTEN offers you an individual resting place in vivid Antwerp, where you can take a breath and relax or plan your next trip. The interior and the objects were designed by the owners, two architects who love to travel! +++ May your dreams last longer than your nights +++  blancoooJOZEFIEN offers you an individual resting place in vivid Antwerp, where you can take a breath and relax or plan your next trip. The interior and the objects were designed by the owners, two architects who love to travel! It's located in the city centre within walking distance of the central station. With the 'small town' called Zurenborg as it's neighbour and the Antwerp Zoo as it's backyard, blancoooJOZEFIEN will help to make your stay in Antwerp memorable. Enjoy! We offer you a full equipped apartement with a PRIVATE ROOF TERRACE. The apartement contains livingroom, kitchen, diningspace, bedroom, bathroom, separate toilet and private roof terrace. We can host 4 people. 2 people can stay in the indiv",$93.00
813969,https://www.airbnb.com/rooms/813969,2018-10-16,150 sqm loft (terrace & river view),"This spacious 150 sqm. luxurious loft is situated at the riverside of The Schelde in the area called ‘t Zuid. 10 minutes’ walk to the old city center and well connected to public transport.  It's a 2 bedroom loft disigned by Antwerp well known architect Jo Peeters. The specious bedrooms are furnished with comfortable California king size box spring. There is a well-equipped kitchen and large dining table which can also be used for meetings or dinner parties (up to 14 setas). The loft has a river view and has 2 terraces. One of which to enjoy the sunset. Also free parking and free wifi. The apartment is situated on the second floor overlooking the Southbank of the river. it consists stairs and a small elevator. Furthermore the apartment offers a big sitting area, flat screen tv, nespresso machine. In the neighbourhoud you can find supermarkets, banks, trendy bar, designer shops and many restaurants only a few minutes’ walk away. Sint-Michielskaai 41, 2000 Antwerpen For reservations and ",$177.00
842077,https://www.airbnb.com/rooms/842077,2018-10-16,4 Cosy rooms near Central Station,"Four charming rooms available in my house.. 1 single room and 3 double rooms (33€ for the first persoon + 23€  per extra person, incl. large (Website hidden by Airbnb) one of the most interesting parts of Antwerp: just around the corner from Central Station and the Keyserlei with its numerous restaurants and cafes, the UGC cinema complex ... Since the reconstruction of the Keyserlei, a bicycle and pedestrian boulevard takes you from the Central Station to the old city center, with its Grand Place, Cathedral and Groenplaats, only 1.7 km from your bed. Metro Station 'Elisabeth' is just around the corner (100m), with bike renatl stands next to it. Fun fact: Vincent Van Gogh lived in our street from 24 November 1885 until end of February 1886. Two of his paintings titled 'Lange Beeldekensstraat' are exhibited at the Vincent Van Gogh Museum in Amsterdam* We are world cyclists ourselves and enjoy the stories and anecdotes of all travelers :) Breakfast includes freshly made smoothies, Belgian",$35.00
866701,https://www.airbnb.com/rooms/866701,2018-10-16,4 Cosy rooms near Central Station,"Four charming rooms available in my house..  1 single room and 3 double rooms (33€ for the first persoon + 23€ per extra person, incl. large (Website hidden by Airbnb) one of the most interesting parts of Antwerp: just around the corner from Central Station and the Keyserlei with its numerous restaurants and cafes, the UGC cinema complex ... Since the reconstruction of the Keyserlei, a bicycle and pedestrian boulevard takes you from the Central Station to the old city center, with its Grand Place, Cathedral and Groenplaats, only 1.7 km from your bed. Metro Station 'Elisabeth' is just around the corner (100m), with bike renatl stands next to it. Fun fact: Vincent Van Gogh lived in our street from 24 November 1885 until end of February 1886. Two of his paintings titled 'Lange Beeldekensstraat' are exhibited at the Vincent Van Gogh Museum in Amsterdam* We are world cyclists ourselves and enjoy the stories and anecdotes of all travelers :)  Breakfast includes freshly made smoothies, Belgia",$35.00
891355,https://www.airbnb.com/rooms/891355,2018-10-16,"BorzeB&B, sleeping in the heart of Antwerp!","The location of this B&B is great: it's less than 10 minutes away by foot from the main attractions like the shopping street (Meir), terraces with excellent Belgian beers, MAS, theatres, museums, the market... . Being always in the vicinity of your room , you can easily get rid of your shopping bags, refresh a little bit, relax in between two museum visits...that is what we call luxury! We offer you a double room with bathroom on the groundfloor.   Bed- and bathlinen are provided and there is free wifi for our guests.  Indoor parking lot at your disposal. In the heart of the  old city centre. Probably the most central B&B in Antwerp. The  Antwerp Central Station is a 15 minute walk from the B&B.  You can also take a tram or a metro from the  Antwerp Central Station to reach us. We 'll contact you to hear when you will arrive.  We want to avoid you finding nobody at home.",$85.00
891884,https://www.airbnb.com/rooms/891884,2018-10-16,aplace antwerp (3): amazing suite with square view,"This second floor suite with a splendid square view has been decorated in a warm homey style. This unique suite is located on a charming little square in the very center of Antwerp (fashion district area).  The suite has been completely renovated since december 2012 and is decorated in an eclectic style combined with a few new objects which quarantees you a warm and cosy home.  The view on the Vrijdagmarkt is amazing, The large windows make sure you'll have a postcard view at night. More information about aplace antwerp you'll find on (Website hidden by Airbnb)  aplace/antwerp is situated in the middle of the old town of Antwerp. On the corner of ‘de Groenplaats’ and the Big Market, the designer shops and the ‘Kloosterstraat’, known for its antique en curiosa. The ideal spot to discover Antwerp! De Vrijdagmarkt is a quiet square that hasn’t been discovered by the big audience yet and ideal to meet local Antwerp people.  Very unique and traditonal is the weekly auction on - fridays - on",$145.00
891907,https://www.airbnb.com/rooms/891907,2018-10-16,aplace antwerp (2): homey flat with square view,"While entering this well located flat, you'll feel at home immediately. It has been decorated warm and cosy with all modern comfort and a gorgeous square view. The flat is situated in the fashion district of the city, absolutaly everything on walking distance! This lovely flat is located on a charming little square in the very center of Antwerp (fashion district area). Literally around the corner of everything you want to see in this beautifull city. This first floor flat has been completaly renovated since december 2012 and is being decorated in an eclectic style (soul full things combined with a few new objects) which quarantees you a warm, cosy and comfortable home. There is a fully equipped kitchen, a marble bathroom with tub/rainshower, a seperate restroom, a very bright and cosy living room (4 large windows with square view) and 2 bedrooms - and one with a patio! The view on the Vrijdagmarkt is amazing, The large windows offers you a postcard view at night. The beautifully enligh",$170.00
